일시,광진구,동대문구,성동구,중랑구,일,월,년,요일,주,주말평일
2019-01-12,1.908,1.054,1.268,0.798,12,1,2019,5,2,주말
2019-01-13,1.576,0.862,1.034,0.69,13,1,2019,6,2,주말
2019-01-14,1.874,1.064,1.616,0.668,14,1,2019,0,3,평일
2019-01-15,1.798,1.046,1.566,0.67,15,1,2019,1,3,평일
2019-01-16,2.006,1.068,1.614,0.752,16,1,2019,2,3,평일
2019-01-17,2.214,1.244,1.9,0.894,17,1,2019,3,3,평일
2019-01-18,2.266,1.36,1.91,0.864,18,1,2019,4,3,평일
2019-01-19,1.924,1.016,1.326,0.782,19,1,2019,5,3,주말
2019-01-20,1.486,0.818,0.932,0.678,20,1,2019,6,3,주말
2019-01-21,1.972,1.28,1.75,0.766,21,1,2019,0,4,평일
2019-01-22,2.326,1.408,2.064,0.94,22,1,2019,1,4,평일
2019-01-23,2.314,1.244,2.022,0.842,23,1,2019,2,4,평일
2019-01-24,2.242,1.394,2.146,0.96,24,1,2019,3,4,평일
2019-01-25,2.224,1.29,1.804,0.854,25,1,2019,4,4,평일
2019-01-26,1.646,0.974,1.278,0.768,26,1,2019,5,4,주말
2019-01-27,1.564,0.956,1.152,0.58,27,1,2019,6,4,주말
2019-01-28,1.966,1.22,1.814,0.808,28,1,2019,0,5,평일
2019-01-29,2.248,1.484,2.036,0.932,29,1,2019,1,5,평일
2019-01-30,2.534,1.402,2.118,1.052,30,1,2019,2,5,평일
2019-01-31,2.028,1.332,1.878,0.844,31,1,2019,3,5,평일
2019-02-01,2.162,1.214,1.764,0.854,1,2,2019,4,5,평일
2019-02-02,1.66,0.966,1.324,0.736,2,2,2019,5,5,주말
2019-02-03,0.254,0.182,0.188,0.13,3,2,2019,6,5,주말
2019-02-04,0.95,0.646,0.774,0.602,4,2,2019,0,6,주말
2019-02-05,1.058,0.602,0.976,0.564,5,2,2019,1,6,주말
2019-02-06,1.606,0.854,1.252,0.766,6,2,2019,2,6,주말
2019-02-07,1.768,0.944,1.468,0.726,7,2,2019,3,6,평일
2019-02-08,1.808,0.988,1.462,0.742,8,2,2019,4,6,평일
2019-02-09,1.518,0.862,1.17,0.72,9,2,2019,5,6,주말
2019-02-10,1.172,0.712,0.798,0.556,10,2,2019,6,6,주말
2019-02-11,2.042,1.202,1.624,0.774,11,2,2019,0,7,평일
2019-02-12,2.286,1.32,1.87,0.884,12,2,2019,1,7,평일
2019-02-13,2.226,1.302,1.994,0.858,13,2,2019,2,7,평일
2019-02-14,2.292,1.268,2.012,0.804,14,2,2019,3,7,평일
2019-02-15,1.134,0.664,1.12,0.456,15,2,2019,4,7,평일
2019-02-16,1.596,0.994,1.228,0.706,16,2,2019,5,7,주말
2019-02-17,1.742,0.914,1.438,0.75,17,2,2019,6,7,주말
2019-02-18,2.304,1.478,2.086,0.868,18,2,2019,0,8,평일
2019-02-19,1.398,0.918,1.098,0.578,19,2,2019,1,8,평일
2019-02-20,2.302,1.45,2.014,0.968,20,2,2019,2,8,평일
2019-02-21,2.736,1.52,2.218,1.022,21,2,2019,3,8,평일
2019-02-22,2.61,1.468,2.26,1.014,22,2,2019,4,8,평일
2019-02-23,3.04,1.672,2.418,1.104,23,2,2019,5,8,주말
2019-02-24,3.004,1.418,2.23,1.048,24,2,2019,6,8,주말
2019-02-25,2.842,1.648,2.36,1.106,25,2,2019,0,9,평일
2019-02-26,3.36,1.896,2.978,1.304,26,2,2019,1,9,평일
2019-02-27,3.522,2.004,2.962,1.404,27,2,2019,2,9,평일
2019-02-28,3.254,1.888,2.682,1.388,28,2,2019,3,9,평일
2019-03-01,2.734,1.512,2.108,1.142,1,3,2019,4,9,주말
2019-03-02,3.07,1.648,2.22,1.162,2,3,2019,5,9,주말
2019-03-03,3.214,1.666,2.32,1.294,3,3,2019,6,9,주말
2019-03-04,3.62,2.096,2.592,1.404,4,3,2019,0,10,평일
2019-03-05,3.236,1.9,2.552,1.184,5,3,2019,1,10,평일
2019-03-06,3.29,2.092,2.566,1.286,6,3,2019,2,10,평일
2019-03-07,4.146,2.246,3.248,1.594,7,3,2019,3,10,평일
2019-03-08,4.034,2.206,3.506,1.6,8,3,2019,4,10,평일
2019-03-09,4.272,2.164,3.21,1.518,9,3,2019,5,10,주말
2019-03-10,4.158,1.888,3.21,1.534,10,3,2019,6,10,주말
2019-03-11,3.746,2.256,3.156,1.544,11,3,2019,0,11,평일
2019-03-12,3.126,1.898,2.646,1.192,12,3,2019,1,11,평일
2019-03-13,3.688,2.04,2.972,1.328,13,3,2019,2,11,평일
2019-03-14,4.138,2.24,3.17,1.492,14,3,2019,3,11,평일
2019-03-15,2.772,1.568,1.998,0.988,15,3,2019,4,11,평일
2019-03-16,3.336,1.872,2.676,1.336,16,3,2019,5,11,주말
2019-03-17,4.762,2.314,4.06,1.73,17,3,2019,6,11,주말
2019-03-18,4.776,2.686,3.698,1.656,18,3,2019,0,12,평일
2019-03-19,5.388,3.138,4.016,1.898,19,3,2019,1,12,평일
2019-03-20,2.252,1.24,1.57,0.878,20,3,2019,2,12,평일
2019-03-21,3.456,1.944,2.718,1.136,21,3,2019,3,12,평일
2019-03-22,4.06,2.498,3.156,1.594,22,3,2019,4,12,평일
2019-03-23,2.664,1.632,2.11,1.138,23,3,2019,5,12,주말
2019-03-24,4.184,2.072,3.1,1.456,24,3,2019,6,12,주말
2019-03-25,4.564,2.55,3.426,1.522,25,3,2019,0,13,평일
2019-03-26,5.606,3.016,4.2,1.972,26,3,2019,1,13,평일
2019-03-27,4.836,2.692,3.518,1.744,27,3,2019,2,13,평일
2019-03-28,5.4,2.948,3.654,1.862,28,3,2019,3,13,평일
2019-03-29,5.732,2.966,4.564,2.1,29,3,2019,4,13,평일
2019-03-30,1.512,0.9,1.23,0.634,30,3,2019,5,13,주말
2019-03-31,2.91,1.54,2.008,1.012,31,3,2019,6,13,주말
2019-04-01,5.068,2.754,3.784,1.738,1,4,2019,0,14,평일
2019-04-02,5.508,2.894,4.188,1.892,2,4,2019,1,14,평일
2019-04-03,5.532,2.932,4.316,2.064,3,4,2019,2,14,평일
2019-04-04,6.162,3.18,4.572,2.162,4,4,2019,3,14,평일
2019-04-05,6.054,2.996,4.592,1.878,5,4,2019,4,14,평일
2019-04-06,3.398,1.726,2.404,1.144,6,4,2019,5,14,주말
2019-04-07,7.436,3.206,6.056,2.452,7,4,2019,6,14,주말
2019-04-08,6.604,3.686,5.156,2.308,8,4,2019,0,15,평일
2019-04-09,3.432,1.85,2.348,1.126,9,4,2019,1,15,평일
2019-04-10,3.288,1.894,2.71,1.178,10,4,2019,2,15,평일
2019-04-11,6.5,3.45,5.056,2.254,11,4,2019,3,15,평일
2019-04-12,6.86,3.768,5.236,2.472,12,4,2019,4,15,평일
2019-04-13,7.658,3.464,5.676,2.498,13,4,2019,5,15,주말
2019-04-14,3.6,1.942,2.584,1.426,14,4,2019,6,15,주말
2019-04-15,7.194,3.79,5.432,2.376,15,4,2019,0,16,평일
2019-04-16,8.132,4.214,5.966,2.732,16,4,2019,1,16,평일
2019-04-17,8.584,4.154,6.174,2.832,17,4,2019,2,16,평일
2019-04-18,6.822,3.58,4.778,2.448,18,4,2019,3,16,평일
2019-04-19,8.114,4.242,5.918,2.9,19,4,2019,4,16,평일
2019-04-20,7.328,3.438,5.716,2.41,20,4,2019,5,16,주말
2019-04-21,7.488,3.328,5.672,2.5,21,4,2019,6,16,주말
2019-04-22,8.876,4.284,6.398,2.932,22,4,2019,0,17,평일
2019-04-23,7.938,4.14,5.564,2.82,23,4,2019,1,17,평일
2019-04-24,7.592,3.92,5.538,2.582,24,4,2019,2,17,평일
2019-04-25,2.936,1.724,2.12,1.274,25,4,2019,3,17,평일
2019-04-26,3.89,1.992,2.822,1.51,26,4,2019,4,17,평일
2019-04-27,8.616,3.9,6.94,2.982,27,4,2019,5,17,주말
2019-04-28,7.274,3.332,5.736,2.508,28,4,2019,6,17,주말
2019-04-29,8.058,4.592,6.326,2.858,29,4,2019,0,18,평일
2019-04-30,9.696,4.81,6.91,3.086,30,4,2019,1,18,평일
2019-05-01,11.226,5.236,7.792,3.538,1,5,2019,2,18,평일
2019-05-02,9.996,4.912,7.23,3.33,2,5,2019,3,18,평일
2019-05-03,9.908,4.876,7.548,3.286,3,5,2019,4,18,평일
2019-05-04,10.364,4.258,7.064,3.048,4,5,2019,5,18,주말
2019-05-05,9.478,4.116,7.332,3.198,5,5,2019,6,18,주말
2019-05-06,10.81,4.368,8.524,3.546,6,5,2019,0,19,평일
2019-05-07,9.67,5.046,7.04,3.418,7,5,2019,1,19,평일
2019-05-08,9.27,5.196,7.104,3.37,8,5,2019,2,19,평일
2019-05-09,10.394,5.116,7.352,3.33,9,5,2019,3,19,평일
2019-05-10,10.058,5.334,7.538,3.808,10,5,2019,4,19,평일
2019-05-11,10.67,4.824,8.206,3.862,11,5,2019,5,19,주말
2019-05-12,10.566,4.548,7.78,3.46,12,5,2019,6,19,주말
2019-05-13,9.24,5.056,6.59,3.352,13,5,2019,0,20,평일
2019-05-14,10.574,5.802,7.7,4.062,14,5,2019,1,20,평일
2019-05-15,9.48,5.646,7.184,3.808,15,5,2019,2,20,평일
2019-05-16,9.854,5.444,7.592,3.772,16,5,2019,3,20,평일
2019-05-17,10.404,5.708,7.908,4.104,17,5,2019,4,20,평일
2019-05-18,10.45,5.176,7.858,4.012,18,5,2019,5,20,주말
2019-05-19,1.724,0.814,0.976,0.744,19,5,2019,6,20,주말
2019-05-20,8.862,5.22,7.002,3.368,20,5,2019,0,21,평일
2019-05-21,9.952,5.832,7.636,4.064,21,5,2019,1,21,평일
2019-05-22,10.63,5.806,7.682,4.052,22,5,2019,2,21,평일
2019-05-23,10.08,5.674,7.546,3.932,23,5,2019,3,21,평일
2019-05-24,9.296,5.514,7.23,4.086,24,5,2019,4,21,평일
2019-05-25,9.924,4.802,6.99,4.45,25,5,2019,5,21,주말
2019-05-26,10.04,4.718,7.25,3.866,26,5,2019,6,21,주말
2019-05-27,3.9,2.08,2.768,1.4,27,5,2019,0,22,평일
2019-05-28,9.902,5.956,8.07,4.222,28,5,2019,1,22,평일
2019-05-29,10.508,5.828,8.196,4.286,29,5,2019,2,22,평일
2019-05-30,9.138,5.272,7.088,3.736,30,5,2019,3,22,평일
2019-05-31,10.428,5.874,7.472,4.296,31,5,2019,4,22,평일
2019-06-01,10.724,5.204,7.186,4.052,1,6,2019,5,22,주말
2019-06-02,10.444,4.968,7.396,3.704,2,6,2019,6,22,주말
2019-06-03,10.89,6.05,7.546,4.224,3,6,2019,0,23,평일
2019-06-04,10.742,6.24,8.22,4.304,4,6,2019,1,23,평일
2019-06-05,10.01,5.802,7.554,4.34,5,6,2019,2,23,평일
2019-06-06,4.72,2.736,3.414,2.248,6,6,2019,3,23,주말
2019-06-07,6.572,3.578,5.12,2.494,7,6,2019,4,23,평일
2019-06-08,11.138,5.308,7.432,4.278,8,6,2019,5,23,주말
2019-06-09,7.784,4.28,5.562,3.142,9,6,2019,6,23,주말
2019-06-10,8.156,4.62,5.79,3.114,10,6,2019,0,24,평일
2019-06-11,10.548,6.126,7.79,4.316,11,6,2019,1,24,평일
2019-06-12,10.234,6.28,7.108,4.454,12,6,2019,2,24,평일
2019-06-13,11.054,6.138,7.05,4.216,13,6,2019,3,24,평일
2019-06-14,10.896,5.974,7.398,4.544,14,6,2019,4,24,평일
2019-06-15,9.234,4.844,6.004,3.752,15,6,2019,5,24,주말
2019-06-16,10.998,5.32,8.04,3.946,16,6,2019,6,24,주말
2019-06-17,10.674,6.242,8.134,4.288,17,6,2019,0,25,평일
2019-06-18,5.768,3.134,4.318,1.762,18,6,2019,1,25,평일
2019-06-19,10.262,5.574,7.01,3.714,19,6,2019,2,25,평일
2019-06-20,11.632,6.154,8.36,4.388,20,6,2019,3,25,평일
2019-06-21,10.236,5.616,7.812,3.978,21,6,2019,4,25,평일
2019-06-22,11.234,5.602,8.27,4.31,22,6,2019,5,25,주말
2019-06-23,10.24,4.886,7.744,3.866,23,6,2019,6,25,주말
2019-06-24,10.468,6.17,8.586,4.568,24,6,2019,0,26,평일
2019-06-25,10.684,6.514,8.292,4.444,25,6,2019,1,26,평일
2019-06-26,10.132,5.772,7.692,4.466,26,6,2019,2,26,평일
2019-06-27,9.886,5.8,7.67,3.924,27,6,2019,3,26,평일
2019-06-28,9.216,5.52,7.436,3.832,28,6,2019,4,26,평일
2019-06-29,8.404,4.202,6.298,3.734,29,6,2019,5,26,주말
2019-06-30,9.952,5.112,7.236,4.164,30,6,2019,6,26,주말
2019-07-01,11.342,6.796,8.638,4.88,1,7,2019,0,27,평일
2019-07-02,11.616,6.758,8.866,5.016,2,7,2019,1,27,평일
2019-07-03,11.986,6.71,8.916,4.834,3,7,2019,2,27,평일
2019-07-04,11.492,6.594,8.714,4.946,4,7,2019,3,27,평일
2019-07-05,10.114,5.834,7.724,4.274,5,7,2019,4,27,평일
2019-07-06,9.422,4.916,6.438,4.014,6,7,2019,5,27,주말
2019-07-07,9.678,5.204,6.894,4.172,7,7,2019,6,27,주말
2019-07-08,11.57,6.652,8.704,4.658,8,7,2019,0,28,평일
2019-07-09,11.572,6.834,9.302,4.808,9,7,2019,1,28,평일
2019-07-10,5.312,3.514,3.956,2.214,10,7,2019,2,28,평일
2019-07-11,7.154,4.404,6.206,2.986,11,7,2019,3,28,평일
2019-07-12,11.52,6.5,8.598,4.758,12,7,2019,4,28,평일
2019-07-13,10.212,5.35,7.214,4.244,13,7,2019,5,28,주말
2019-07-14,9.814,5.004,6.726,3.626,14,7,2019,6,28,주말
2019-07-15,6.464,4.35,5.644,3.13,15,7,2019,0,29,평일
2019-07-16,9.084,5.854,7.73,3.912,16,7,2019,1,29,평일
2019-07-17,9.25,5.916,7.736,4.332,17,7,2019,2,29,평일
2019-07-18,9.444,5.98,7.212,4.112,18,7,2019,3,29,평일
2019-07-19,9.274,5.758,7.348,4.042,19,7,2019,4,29,평일
2019-07-20,7.216,3.774,4.784,3.352,20,7,2019,5,29,주말
2019-07-21,5.762,3.09,4.486,2.448,21,7,2019,6,29,주말
2019-07-22,9.81,6.072,7.726,4.082,22,7,2019,0,30,평일
2019-07-23,9.806,5.868,7.672,4.364,23,7,2019,1,30,평일
2019-07-24,7.898,4.574,5.412,3.254,24,7,2019,2,30,평일
2019-07-25,4.474,2.776,3.498,1.858,25,7,2019,3,30,평일
2019-07-26,3.004,1.73,2.084,1.24,26,7,2019,4,30,평일
2019-07-27,5.786,3.576,4.588,2.416,27,7,2019,5,30,주말
2019-07-28,2.95,1.758,2.212,1.324,28,7,2019,6,30,주말
2019-07-29,8.408,5.074,7.144,3.556,29,7,2019,0,31,평일
2019-07-30,8.772,5.2,6.88,3.614,30,7,2019,1,31,평일
2019-07-31,3.44,1.722,2.14,1.19,31,7,2019,2,31,평일
2019-08-01,7.264,3.95,5.724,2.984,1,8,2019,3,31,평일
2019-08-02,7.918,4.658,6.302,3.484,2,8,2019,4,31,평일
2019-08-03,6.532,3.774,5.07,2.694,3,8,2019,5,31,주말
2019-08-04,6.078,2.848,3.992,2.26,4,8,2019,6,31,주말
2019-08-05,8.208,4.566,6.098,3.506,5,8,2019,0,32,평일
2019-08-06,8.096,4.742,5.812,3.506,6,8,2019,1,32,평일
2019-08-07,6.086,3.424,4.27,2.706,7,8,2019,2,32,평일
2019-08-08,8.576,4.676,6.316,3.59,8,8,2019,3,32,평일
2019-08-09,7.796,4.674,6.282,3.61,9,8,2019,4,32,평일
2019-08-10,6.878,3.876,5.0,2.96,10,8,2019,5,32,주말
2019-08-11,6.282,3.008,4.124,2.522,11,8,2019,6,32,주말
2019-08-12,3.108,1.796,2.146,1.266,12,8,2019,0,33,평일
2019-08-13,7.924,4.454,6.136,3.302,13,8,2019,1,33,평일
2019-08-14,8.56,4.642,6.15,3.456,14,8,2019,2,33,평일
2019-08-15,3.484,2.248,2.484,1.676,15,8,2019,3,33,주말
2019-08-16,9.048,4.804,6.726,3.516,16,8,2019,4,33,평일
2019-08-17,9.644,4.908,6.796,3.898,17,8,2019,5,33,주말
2019-08-18,9.75,4.704,6.982,3.99,18,8,2019,6,33,주말
2019-08-19,10.34,5.65,8.076,4.266,19,8,2019,0,34,평일
2019-08-20,10.72,5.852,7.736,4.312,20,8,2019,1,34,평일
2019-08-21,6.704,3.852,4.668,2.966,21,8,2019,2,34,평일
2019-08-22,10.754,5.854,7.63,4.348,22,8,2019,3,34,평일
2019-08-23,11.324,5.952,8.134,4.394,23,8,2019,4,34,평일
2019-08-24,11.938,5.51,8.18,4.638,24,8,2019,5,34,주말
2019-08-25,10.942,4.906,7.976,4.052,25,8,2019,6,34,주말
2019-08-26,11.198,6.078,8.438,4.342,26,8,2019,0,35,평일
2019-08-27,10.328,5.84,7.854,4.266,27,8,2019,1,35,평일
2019-08-28,10.488,6.612,8.132,4.9,28,8,2019,2,35,평일
2019-08-29,7.0,4.75,5.982,3.69,29,8,2019,3,35,평일
2019-08-30,9.764,5.428,7.866,3.97,30,8,2019,4,35,평일
2019-08-31,12.842,6.188,8.534,4.756,31,8,2019,5,35,주말
2019-09-01,12.422,5.768,8.542,4.468,1,9,2019,6,35,주말
2019-09-02,12.154,6.862,9.112,4.734,2,9,2019,0,36,평일
2019-09-03,9.558,6.06,7.336,3.664,3,9,2019,1,36,평일
2019-09-04,3.848,2.038,2.518,1.702,4,9,2019,2,36,평일
2019-09-05,4.036,2.484,3.06,1.864,5,9,2019,3,36,평일
2019-09-06,2.02,1.396,1.504,1.024,6,9,2019,4,36,평일
2019-09-07,0.0,0.0,0.0,0.0,7,9,2019,5,36,주말
2019-09-08,5.83,2.658,4.188,2.482,8,9,2019,6,36,주말
2019-09-09,8.448,4.792,6.302,3.222,9,9,2019,0,37,평일
2019-09-10,2.808,1.486,1.804,0.822,10,9,2019,1,37,평일
2019-09-11,9.79,5.258,7.222,3.682,11,9,2019,2,37,평일
2019-09-12,4.568,2.412,3.164,2.106,12,9,2019,3,37,주말
2019-09-13,7.716,3.314,5.386,3.272,13,9,2019,4,37,주말
2019-09-14,6.166,3.228,4.388,3.23,14,9,2019,5,37,주말
2019-09-15,10.864,5.032,8.43,4.17,15,9,2019,6,37,주말
2019-09-16,12.074,6.644,9.084,4.9,16,9,2019,0,38,평일
2019-09-17,11.324,7.03,8.9,5.068,17,9,2019,1,38,평일
2019-09-18,11.946,6.798,8.752,5.162,18,9,2019,2,38,평일
2019-09-19,12.352,6.506,8.726,5.042,19,9,2019,3,38,평일
2019-09-20,12.08,6.522,8.506,5.042,20,9,2019,4,38,평일
2019-09-21,11.564,6.302,8.044,4.812,21,9,2019,5,38,주말
2019-09-22,4.53,3.168,3.228,2.444,22,9,2019,6,38,주말
2019-09-23,10.918,6.586,8.248,4.862,23,9,2019,0,39,평일
2019-09-24,11.058,6.68,8.408,5.174,24,9,2019,1,39,평일
2019-09-25,11.736,6.6,8.462,5.024,25,9,2019,2,39,평일
2019-09-26,11.098,6.618,8.126,4.974,26,9,2019,3,39,평일
2019-09-27,11.208,6.864,8.438,4.954,27,9,2019,4,39,평일
2019-09-28,11.724,6.076,8.196,5.002,28,9,2019,5,39,주말
2019-09-29,12.014,5.482,7.898,4.612,29,9,2019,6,39,주말
2019-09-30,11.436,6.452,8.252,4.918,30,9,2019,0,40,평일
2019-10-01,11.316,6.492,8.152,5.114,1,10,2019,1,40,평일
2019-10-02,3.418,2.118,2.452,1.596,2,10,2019,2,40,평일
2019-10-03,9.416,4.514,7.55,3.478,3,10,2019,3,40,주말
2019-10-04,11.582,6.402,8.858,5.004,4,10,2019,4,40,평일
2019-10-05,10.398,5.252,6.89,4.42,5,10,2019,5,40,주말
2019-10-06,10.49,5.206,7.736,4.688,6,10,2019,6,40,주말
2019-10-07,2.7,1.686,1.804,1.296,7,10,2019,0,41,평일
2019-10-08,9.642,5.932,7.618,4.498,8,10,2019,1,41,평일
2019-10-09,10.722,5.396,7.958,4.314,9,10,2019,2,41,주말
2019-10-10,9.974,5.662,7.562,4.42,10,10,2019,3,41,평일
2019-10-11,11.334,6.38,8.172,4.78,11,10,2019,4,41,평일
2019-10-12,10.616,5.388,7.704,4.546,12,10,2019,5,41,주말
2019-10-13,10.884,5.482,8.136,4.212,13,10,2019,6,41,주말
2019-10-14,9.502,5.508,7.538,4.244,14,10,2019,0,42,평일
2019-10-15,10.518,5.986,8.214,4.668,15,10,2019,1,42,평일
2019-10-16,10.29,6.128,7.87,4.498,16,10,2019,2,42,평일
2019-10-17,10.51,6.124,8.196,4.508,17,10,2019,3,42,평일
2019-10-18,10.792,6.128,8.398,4.61,18,10,2019,4,42,평일
2019-10-19,11.246,5.582,8.486,4.566,19,10,2019,5,42,주말
2019-10-20,10.808,5.062,7.972,4.296,20,10,2019,6,42,주말
2019-10-21,10.612,6.042,7.96,4.468,21,10,2019,0,43,평일
2019-10-22,10.44,6.622,8.442,4.96,22,10,2019,1,43,평일
2019-10-23,10.74,6.594,8.068,4.81,23,10,2019,2,43,평일
2019-10-24,10.364,6.692,8.566,4.948,24,10,2019,3,43,평일
2019-10-25,9.242,6.33,8.072,4.394,25,10,2019,4,43,평일
2019-10-26,9.078,4.756,6.358,3.802,26,10,2019,5,43,주말
2019-10-27,8.546,4.236,6.232,3.456,27,10,2019,6,43,주말
2019-10-28,7.69,5.038,6.514,3.362,28,10,2019,0,44,평일
2019-10-29,7.686,5.442,6.554,3.774,29,10,2019,1,44,평일
2019-10-30,9.386,5.772,6.898,4.206,30,10,2019,2,44,평일
2019-10-31,9.108,5.642,7.29,4.056,31,10,2019,3,44,평일
2019-11-01,8.906,5.826,6.92,4.194,1,11,2019,4,44,평일
2019-11-02,8.278,4.824,6.15,3.776,2,11,2019,5,44,주말
2019-11-03,8.296,4.464,6.652,3.838,3,11,2019,6,44,주말
2019-11-04,9.494,5.61,7.57,4.138,4,11,2019,0,45,평일
2019-11-05,9.516,5.706,7.382,4.07,5,11,2019,1,45,평일
2019-11-06,9.138,5.556,6.932,4.01,6,11,2019,2,45,평일
2019-11-07,8.274,4.994,6.49,3.822,7,11,2019,3,45,평일
2019-11-08,7.844,4.62,5.946,3.544,8,11,2019,4,45,평일
2019-11-09,7.838,4.218,6.026,3.31,9,11,2019,5,45,주말
2019-11-10,5.19,2.932,3.942,2.266,10,11,2019,6,45,주말
2019-11-11,7.212,4.284,5.81,2.926,11,11,2019,0,46,평일
2019-11-12,8.356,5.112,6.442,3.492,12,11,2019,1,46,평일
2019-11-13,4.73,3.096,3.686,2.1,13,11,2019,2,46,평일
2019-11-14,5.404,3.304,4.33,2.286,14,11,2019,3,46,평일
2019-11-15,1.878,1.216,1.52,0.784,15,11,2019,4,46,평일
2019-11-16,5.904,3.23,4.096,2.442,16,11,2019,5,46,주말
2019-11-17,1.51,0.756,0.974,0.69,17,11,2019,6,46,주말
2019-11-18,4.72,2.976,3.638,2.026,18,11,2019,0,47,평일
2019-11-19,5.166,3.16,3.664,2.036,19,11,2019,1,47,평일
2019-11-20,5.362,3.216,3.96,2.146,20,11,2019,2,47,평일
2019-11-21,5.822,3.528,4.562,2.38,21,11,2019,3,47,평일
2019-11-22,6.732,3.984,5.478,2.788,22,11,2019,4,47,평일
2019-11-23,7.168,3.744,5.036,2.714,23,11,2019,5,47,주말
2019-11-24,3.282,1.898,2.202,1.448,24,11,2019,6,47,주말
2019-11-25,5.262,3.436,4.238,2.152,25,11,2019,0,48,평일
2019-11-26,6.276,4.072,4.93,2.522,26,11,2019,1,48,평일
2019-11-27,5.548,3.588,4.378,2.464,27,11,2019,2,48,평일
2019-11-28,5.632,3.518,4.572,2.464,28,11,2019,3,48,평일
2019-11-29,5.492,3.25,4.314,2.296,29,11,2019,4,48,평일
2019-11-30,4.884,2.766,3.466,2.082,30,11,2019,5,48,주말
2019-12-01,1.284,0.702,0.794,0.584,1,12,2019,6,48,주말
2019-12-02,4.076,2.604,3.278,1.83,2,12,2019,0,49,평일
2019-12-03,4.172,2.51,3.264,1.774,3,12,2019,1,49,평일
2019-12-04,4.962,2.854,3.668,1.964,4,12,2019,2,49,평일
2019-12-05,3.662,2.202,2.92,1.458,5,12,2019,3,49,평일
2019-12-06,3.38,1.972,2.698,1.306,6,12,2019,4,49,평일
2019-12-07,2.814,1.796,2.06,1.222,7,12,2019,5,49,주말
2019-12-08,3.012,1.67,1.924,1.208,8,12,2019,6,49,주말
2019-12-09,4.18,2.794,3.266,1.688,9,12,2019,0,50,평일
2019-12-10,4.254,2.7,3.43,1.75,10,12,2019,1,50,평일
2019-12-11,4.222,2.684,3.422,1.774,11,12,2019,2,50,평일
2019-12-12,4.024,2.664,3.456,1.776,12,12,2019,3,50,평일
2019-12-13,3.982,2.542,3.482,1.72,13,12,2019,4,50,평일
2019-12-14,3.35,2.17,2.542,1.492,14,12,2019,5,50,주말
2019-12-15,4.044,2.17,2.642,1.514,15,12,2019,6,50,주말
2019-12-16,4.85,3.238,4.132,2.046,16,12,2019,0,51,평일
2019-12-17,3.256,1.966,2.408,1.304,17,12,2019,1,51,평일
2019-12-18,4.364,2.696,3.514,1.894,18,12,2019,2,51,평일
2019-12-19,4.16,2.634,3.404,1.692,19,12,2019,3,51,평일
2019-12-20,3.944,2.51,3.274,1.728,20,12,2019,4,51,평일
2019-12-21,2.654,1.528,1.792,1.16,21,12,2019,5,51,주말
2019-12-22,3.184,1.888,2.236,1.37,22,12,2019,6,51,주말
2019-12-23,3.486,2.086,2.91,1.35,23,12,2019,0,52,평일
2019-12-24,3.836,2.512,3.392,1.734,24,12,2019,1,52,평일
2019-12-25,3.008,1.66,2.052,1.27,25,12,2019,2,52,주말
2019-12-26,2.94,1.92,2.366,1.258,26,12,2019,3,52,평일
2019-12-27,3.378,2.136,2.678,1.466,27,12,2019,4,52,평일
2019-12-28,3.226,1.958,2.168,1.522,28,12,2019,5,52,주말
2019-12-29,2.568,1.498,1.63,1.104,29,12,2019,6,52,주말
2019-12-30,2.734,1.708,2.312,1.15,30,12,2019,0,1,평일
2019-12-31,2.162,1.446,1.91,1.006,31,12,2019,1,1,평일
2020-01-01,1.796,1.244,1.432,1.008,1,1,2020,2,1,주말
2020-01-02,3.252,2.07,2.754,1.422,2,1,2020,3,1,평일
2020-01-03,3.548,2.278,3.016,1.634,3,1,2020,4,1,평일
2020-01-04,3.268,2.024,2.166,1.392,4,1,2020,5,1,주말
2020-01-05,3.026,1.692,1.934,1.36,5,1,2020,6,1,주말
2020-01-06,1.934,1.264,1.46,0.766,6,1,2020,0,2,평일
2020-01-07,0.232,0.144,0.222,0.104,7,1,2020,1,2,평일
2020-01-08,2.43,1.568,2.216,1.096,8,1,2020,2,2,평일
2020-01-09,3.382,2.068,2.718,1.506,9,1,2020,3,2,평일
2020-01-10,3.584,2.108,2.862,1.438,10,1,2020,4,2,평일
2020-01-11,2.83,1.758,1.964,1.322,11,1,2020,5,2,주말
2020-01-12,2.48,1.48,1.732,1.148,12,1,2020,6,2,주말
2020-01-13,3.096,1.96,2.492,1.274,13,1,2020,0,3,평일
2020-01-14,3.336,2.076,2.824,1.34,14,1,2020,1,3,평일
2020-01-15,3.438,2.066,2.714,1.332,15,1,2020,2,3,평일
2020-01-16,3.444,2.076,2.896,1.282,16,1,2020,3,3,평일
2020-01-17,3.496,2.068,2.87,1.372,17,1,2020,4,3,평일
2020-01-18,3.044,1.784,2.292,1.35,18,1,2020,5,3,주말
2020-01-19,2.184,1.3,1.654,0.944,19,1,2020,6,3,주말
2020-01-20,3.156,2.142,2.852,1.394,20,1,2020,0,4,평일
2020-01-21,3.42,2.288,2.996,1.62,21,1,2020,1,4,평일
2020-01-22,3.78,2.424,3.074,1.626,22,1,2020,2,4,평일
2020-01-23,3.998,2.424,3.172,1.8,23,1,2020,3,4,평일
